No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
12244.0,Janvier,7.0,24,3.0,55.0,55.0,3.0,80.0,600.0,2.0,23.2,997.6,22.5,0.0,NE,0.0,École Richard-Toll
12245.0,Janvier,7.0,24,4.0,68.0,68.0,6.0,100.0,1400.0,2.0,23.6,998.0,22.8,0.0,NNE,0.4,École Richard-Toll
12246.0,Janvier,7.0,24,5.0,83.0,83.0,7.0,123.0,1700.0,2.0,23.6,998.5,22.9,0.0,NE,0.0,École Richard-Toll
12247.0,Janvier,7.0,24,6.0,81.0,81.0,4.0,119.0,1000.0,2.0,23.8,999.4,23.3,0.0,NNW,0.1,École Richard-Toll
12248.0,Janvier,7.0,24,7.0,83.0,83.0,5.0,113.0,900.0,2.0,24.3,999.8,24.0,0.1,NW,0.6,École Richard-Toll
12249.0,Janvier,7.0,24,8.0,85.0,85.0,5.0,113.0,1000.0,2.0,25.5,999.9,23.2,0.1,NNE,1.6,École Richard-Toll
12250.0,Janvier,7.0,24,9.0,104.0,104.0,2.0,114.0,1000.0,2.0,25.9,1000.6,23.4,0.0,NE,0.6,École Richard-Toll
12251.0,Janvier,7.0,24,10.0,106.0,106.0,4.0,114.0,1200.0,10.0,27.2,1001.0,23.4,0.0,ENE,0.4,École Richard-Toll
12252.0,Janvier,7.0,24,11.0,94.0,94.0,2.0,114.0,1300.0,17.0,27.4,1001.2,22.6,0.0,ENE,0.6,École Richard-Toll
12253.0,Janvier,7.0,24,12.0,101.0,101.0,3.0,110.0,1300.0,29.0,27.8,1000.7,24.0,0.0,SSE,0.4,École Richard-Toll
12254.0,Janvier,7.0,24,13.0,84.0,84.0,2.0,75.0,1200.0,63.0,27.9,1000.4,22.6,0.0,NE,0.9,École Richard-Toll
12255.0,Janvier,7.0,24,14.0,65.0,65.0,4.0,50.0,1200.0,91.0,28.5,999.9,22.3,0.0,ESE,0.7,École Richard-Toll
12256.0,Janvier,7.0,24,15.0,70.0,70.0,4.0,42.0,1000.0,115.0,28.9,999.5,21.9,0.0,ESE,1.1,École Richard-Toll
12257.0,Janvier,7.0,24,16.0,75.0,75.0,3.0,44.0,700.0,120.0,30.3,998.8,21.9,0.0,ESE,1.0,École Richard-Toll
12258.0,Janvier,7.0,24,17.0,66.0,66.0,4.0,51.0,600.0,113.0,30.1,998.8,21.7,0.0,S,0.7,École Richard-Toll
12259.0,Janvier,7.0,24,18.0,74.0,74.0,5.0,65.0,700.0,122.0,28.3,999.6,19.5,0.0,SSE,1.5,École Richard-Toll
12260.0,Janvier,7.0,24,19.0,49.0,49.0,5.0,49.0,500.0,124.0,27.1,1000.7,20.2,0.0,WSW,1.4,École Richard-Toll
12261.0,Janvier,7.0,24,20.0,39.0,39.0,4.0,54.0,500.0,99.0,26.0,1001.6,18.2,0.0,WSW,1.7,École Richard-Toll
12262.0,Janvier,7.0,24,21.0,38.0,38.0,5.0,55.0,600.0,81.0,25.4,1001.8,19.3,0.0,W,1.1,École Richard-Toll
12263.0,Janvier,7.0,24,22.0,55.0,55.0,8.0,68.0,1200.0,60.0,22.8,1001.7,20.1,0.0,SSE,0.0,École Richard-Toll
12264.0,Janvier,7.0,24,23.0,70.0,70.0,5.0,81.0,1300.0,33.0,21.7,1001.2,20.5,0.0,WNW,0.0,École Richard-Toll
12265.0,Janvier,7.0,25,0.0,105.0,105.0,2.0,85.0,2100.0,18.0,21.0,1000.9,20.5,0.0,N,0.0,École Richard-Toll
12266.0,Janvier,7.0,25,1.0,101.0,101.0,2.0,83.0,1800.0,12.0,21.3,1000.9,20.5,0.0,ENE,1.1,École Richard-Toll
12267.0,Janvier,7.0,25,2.0,94.0,94.0,2.0,110.0,2100.0,2.0,21.4,1000.7,20.2,0.0,ENE,1.0,École Richard-Toll
12268.0,Janvier,7.0,25,3.0,110.0,110.0,4.0,109.0,2100.0,2.0,20.8,1000.6,20.1,0.0,NNE,0.0,École Richard-Toll
12269.0,Janvier,7.0,25,4.0,116.0,116.0,2.0,97.0,2000.0,2.0,20.2,1000.8,20.0,0.0,NE,0.0,École Richard-Toll
12270.0,Janvier,7.0,25,5.0,101.0,101.0,2.0,90.0,1500.0,2.0,20.3,1001.0,20.3,0.0,NE,0.0,École Richard-Toll
12271.0,Janvier,7.0,25,6.0,95.0,95.0,2.0,80.0,1300.0,2.0,21.6,1001.3,20.4,0.0,ENE,1.3,École Richard-Toll
12272.0,Janvier,7.0,25,7.0,93.0,93.0,2.0,67.0,1500.0,7.0,24.1,1001.0,20.4,0.0,NNE,1.3,École Richard-Toll
12273.0,Janvier,7.0,25,8.0,100.0,100.0,3.0,56.0,1400.0,30.0,26.7,1000.9,20.5,0.0,ENE,1.3,École Richard-Toll
12274.0,Janvier,7.0,25,9.0,94.0,94.0,5.0,46.0,1200.0,75.0,28.9,1000.5,19.2,0.0,E,1.4,École Richard-Toll
12275.0,Janvier,7.0,25,10.0,82.0,82.0,6.0,38.0,1000.0,123.0,30.8,1000.0,17.8,0.0,NW,0.7,École Richard-Toll
12276.0,Janvier,7.0,25,11.0,69.0,69.0,9.0,37.0,1100.0,155.0,32.2,999.4,18.4,0.0,ESE,1.3,École Richard-Toll
12277.0,Janvier,7.0,25,12.0,49.0,49.0,8.0,25.0,800.0,171.0,33.1,999.0,18.5,0.0,SSE,1.6,École Richard-Toll
12278.0,Janvier,7.0,25,13.0,32.0,32.0,7.0,20.0,500.0,173.0,34.1,998.7,17.8,0.0,WSW,1.5,École Richard-Toll
12279.0,Janvier,7.0,25,14.0,31.0,31.0,7.0,16.0,500.0,178.0,34.3,998.5,18.8,0.0,SSW,1.2,École Richard-Toll
12280.0,Janvier,7.0,25,15.0,38.0,38.0,8.0,21.0,600.0,201.0,34.1,998.1,16.5,0.0,ESE,0.6,École Richard-Toll
12281.0,Janvier,7.0,25,16.0,40.0,40.0,8.0,24.0,600.0,186.0,33.5,997.8,17.2,0.0,WSW,2.4,École Richard-Toll
12282.0,Janvier,7.0,25,17.0,44.0,44.0,8.0,33.0,800.0,191.0,32.0,998.0,18.6,0.0,SW,1.9,École Richard-Toll
12283.0,Janvier,7.0,25,18.0,55.0,55.0,7.0,35.0,800.0,192.0,30.6,998.6,17.7,0.0,SW,1.8,École Richard-Toll
12284.0,Janvier,7.0,25,19.0,50.0,50.0,7.0,36.0,900.0,177.0,29.5,999.3,15.6,0.0,WSW,2.2,École Richard-Toll
12285.0,Janvier,7.0,25,20.0,60.0,60.0,9.0,38.0,900.0,169.0,28.9,1000.1,15.8,0.0,SW,2.7,École Richard-Toll
12286.0,Janvier,7.0,25,21.0,65.0,65.0,9.0,40.0,1100.0,155.0,28.6,1000.4,16.2,0.0,SW,2.3,École Richard-Toll
12287.0,Janvier,7.0,25,22.0,74.0,74.0,8.0,52.0,1200.0,139.0,28.1,1000.6,17.3,0.0,WSW,1.9,École Richard-Toll
12288.0,Janvier,7.0,25,23.0,76.0,76.0,9.0,47.0,1100.0,141.0,27.3,1000.6,18.3,0.0,SW,1.7,École Richard-Toll
12289.0,Janvier,7.0,26,0.0,83.0,83.0,9.0,63.0,1100.0,107.0,26.1,1000.7,19.5,0.0,SW,0.0,École Richard-Toll
12290.0,Janvier,7.0,26,1.0,93.0,93.0,8.0,55.0,1100.0,111.0,24.0,1000.8,20.7,0.0,SSW,0.0,École Richard-Toll
12291.0,Janvier,7.0,26,2.0,101.0,101.0,6.0,35.0,1100.0,116.0,23.9,1001.0,21.2,0.0,W,1.5,École Richard-Toll
12292.0,Janvier,7.0,26,3.0,113.0,113.0,4.0,31.0,1000.0,100.0,23.2,1001.4,21.6,0.0,W,0.0,École Richard-Toll
12293.0,Janvier,7.0,26,4.0,127.0,127.0,5.0,41.0,1100.0,62.0,22.3,1002.0,21.6,0.0,WSW,0.0,École Richard-Toll
12294.0,Janvier,7.0,26,5.0,136.0,136.0,3.0,52.0,1200.0,48.0,21.9,1002.6,20.2,0.0,NNE,0.7,École Richard-Toll
12295.0,Janvier,7.0,26,6.0,146.0,146.0,2.0,45.0,1300.0,58.0,23.4,1003.2,20.1,0.0,NNE,0.7,École Richard-Toll
12296.0,Janvier,7.0,26,7.0,113.0,113.0,2.0,90.0,1200.0,9.0,25.6,1003.5,20.2,0.0,ENE,0.8,École Richard-Toll
12297.0,Janvier,7.0,26,8.0,116.0,116.0,2.0,97.0,1200.0,19.0,27.8,1003.7,19.8,0.0,ENE,1.3,École Richard-Toll
12298.0,Janvier,7.0,26,9.0,121.0,121.0,4.0,93.0,1200.0,44.0,29.8,1003.7,20.6,0.0,N,0.8,École Richard-Toll
12299.0,Janvier,7.0,26,10.0,129.0,129.0,3.0,90.0,1300.0,80.0,31.0,1003.4,20.9,0.0,NW,1.1,École Richard-Toll
12300.0,Janvier,7.0,26,11.0,138.0,138.0,3.0,89.0,1300.0,129.0,32.1,1003.0,22.2,0.0,W,2.5,École Richard-Toll
12301.0,Janvier,7.0,26,12.0,145.0,145.0,5.0,63.0,1300.0,204.0,33.5,1002.5,22.0,0.0,WNW,1.6,École Richard-Toll
12308.0,Janvier,7.0,26,19.0,79.0,79.0,14.0,33.0,800.0,210.0,31.0,1002.0,18.0,0.0,SW,2.6,École Richard-Toll
12309.0,Janvier,7.0,26,20.0,68.0,68.0,11.0,33.0,700.0,181.0,30.2,1002.8,18.6,0.0,WSW,3.5,École Richard-Toll
12310.0,Janvier,7.0,26,21.0,65.0,65.0,8.0,30.0,600.0,166.0,29.4,1003.1,18.5,0.0,SW,2.5,École Richard-Toll
12311.0,Janvier,7.0,26,22.0,67.0,67.0,7.0,30.0,500.0,155.0,28.5,1003.3,18.6,0.0,SW,1.9,École Richard-Toll
12312.0,Janvier,7.0,26,23.0,69.0,69.0,10.0,31.0,500.0,135.0,27.7,1003.6,18.1,0.0,WSW,2.1,École Richard-Toll
12313.0,Janvier,7.0,27,0.0,73.0,73.0,9.0,37.0,500.0,117.0,27.1,1003.9,18.1,0.0,WSW,1.3,École Richard-Toll
12314.0,Janvier,7.0,27,1.0,73.0,73.0,10.0,38.0,500.0,110.0,26.1,1003.9,18.2,0.0,WSW,1.4,École Richard-Toll
12315.0,Janvier,7.0,27,2.0,84.0,84.0,12.0,48.0,500.0,92.0,24.9,1004.0,18.6,0.0,W,1.2,École Richard-Toll
12316.0,Janvier,7.0,27,3.0,93.0,93.0,16.0,45.0,500.0,97.0,23.8,1004.1,19.7,0.0,WSW,0.6,École Richard-Toll
12317.0,Janvier,7.0,27,4.0,99.0,99.0,15.0,41.0,600.0,91.0,22.5,1004.3,19.7,0.0,WSW,0.0,École Richard-Toll
12318.0,Janvier,7.0,27,5.0,108.0,108.0,12.0,41.0,600.0,83.0,22.1,1004.4,20.2,0.0,WSW,0.0,École Richard-Toll
12319.0,Janvier,7.0,27,6.0,113.0,113.0,8.0,49.0,600.0,63.0,24.1,1004.7,20.2,0.0,NNE,0.5,École Richard-Toll
12320.0,Janvier,7.0,27,7.0,114.0,114.0,6.0,63.0,700.0,48.0,26.0,1004.8,19.9,0.0,N,1.6,École Richard-Toll
12321.0,Janvier,7.0,27,8.0,117.0,117.0,8.0,72.0,800.0,41.0,28.0,1004.7,20.6,0.0,E,1.0,École Richard-Toll
12322.0,Janvier,7.0,27,9.0,118.0,118.0,8.0,81.0,800.0,45.0,29.7,1004.4,20.0,0.0,NNW,1.1,École Richard-Toll
12323.0,Janvier,7.0,27,10.0,128.0,128.0,8.0,88.0,900.0,64.0,31.2,1003.6,20.8,0.0,WNW,0.6,École Richard-Toll
12324.0,Janvier,7.0,27,11.0,133.0,133.0,9.0,71.0,900.0,130.0,32.7,1002.9,20.9,0.0,SW,2.2,École Richard-Toll
12325.0,Janvier,7.0,27,12.0,147.0,147.0,20.0,47.0,1300.0,219.0,33.8,1001.9,19.8,0.0,SW,3.0,École Richard-Toll
12332.0,Janvier,7.0,27,19.0,118.0,118.0,9.0,32.0,700.0,219.0,30.7,998.9,20.6,0.0,SW,2.4,École Richard-Toll
12333.0,Janvier,7.0,27,20.0,115.0,115.0,7.0,34.0,700.0,205.0,30.0,999.3,20.3,0.0,SW,2.0,École Richard-Toll
12334.0,Janvier,7.0,27,21.0,103.0,103.0,7.0,26.0,700.0,191.0,29.5,999.4,20.4,0.0,SW,2.2,École Richard-Toll
12335.0,Janvier,7.0,27,22.0,96.0,96.0,6.0,30.0,600.0,166.0,28.7,999.2,20.7,0.0,WSW,2.3,École Richard-Toll
12336.0,Janvier,7.0,27,23.0,101.0,101.0,5.0,33.0,700.0,159.0,27.9,999.2,20.7,0.0,WSW,2.6,École Richard-Toll
12337.0,Janvier,7.0,28,0.0,106.0,106.0,6.0,32.0,600.0,147.0,27.0,999.2,21.1,0.0,WSW,2.1,École Richard-Toll
12338.0,Janvier,7.0,28,1.0,109.0,109.0,4.0,40.0,700.0,111.0,25.1,999.0,21.6,0.0,SW,0.0,École Richard-Toll
12339.0,Janvier,7.0,28,2.0,121.0,121.0,7.0,48.0,700.0,81.0,23.4,999.1,21.8,0.0,SW,0.0,École Richard-Toll
12340.0,Janvier,7.0,28,3.0,129.0,129.0,5.0,35.0,600.0,78.0,22.8,999.1,22.1,0.0,SW,0.0,École Richard-Toll
12341.0,Janvier,7.0,28,4.0,137.0,137.0,6.0,32.0,600.0,71.0,22.2,999.3,21.9,0.0,S,0.1,École Richard-Toll
12342.0,Janvier,7.0,28,5.0,145.0,145.0,5.0,31.0,700.0,63.0,22.4,999.6,22.4,0.0,S,0.0,École Richard-Toll
12343.0,Janvier,7.0,28,6.0,147.0,147.0,3.0,33.0,700.0,55.0,24.2,1000.2,22.3,0.0,NNW,0.7,École Richard-Toll
12344.0,Janvier,7.0,28,7.0,155.0,155.0,3.0,44.0,700.0,44.0,26.0,1000.0,22.7,0.0,NNE,1.0,École Richard-Toll
12345.0,Janvier,7.0,28,8.0,165.0,165.0,3.0,59.0,800.0,44.0,27.8,999.9,23.0,0.0,WSW,0.5,École Richard-Toll
12346.0,Janvier,7.0,28,9.0,178.0,178.0,3.0,75.0,900.0,53.0,30.0,999.5,23.0,0.0,W,0.5,École Richard-Toll
12347.0,Janvier,7.0,28,10.0,187.0,187.0,2.0,69.0,1000.0,95.0,31.6,998.6,22.3,0.0,SSW,1.7,École Richard-Toll
12348.0,Janvier,7.0,28,11.0,172.0,172.0,3.0,55.0,1000.0,156.0,32.7,998.3,21.2,0.0,WSW,3.9,École Richard-Toll
12349.0,Janvier,7.0,28,12.0,145.0,145.0,12.0,33.0,1100.0,209.0,33.7,997.5,20.5,0.0,SSW,2.0,École Richard-Toll
12351.0,Janvier,7.0,28,14.0,109.0,109.0,22.0,22.0,800.0,214.0,34.6,996.3,19.4,0.0,SSW,3.8,École Richard-Toll
12352.0,Janvier,7.0,28,15.0,75.0,75.0,17.0,19.0,600.0,195.0,34.1,995.7,21.2,0.0,SSW,2.2,École Richard-Toll
12353.0,Janvier,7.0,28,16.0,80.0,80.0,13.0,22.0,500.0,184.0,33.3,995.1,21.1,0.0,SSW,3.2,École Richard-Toll
12354.0,Janvier,7.0,28,17.0,79.0,79.0,10.0,20.0,500.0,177.0,32.4,995.2,21.0,0.0,SSW,2.4,École Richard-Toll
12355.0,Janvier,7.0,28,18.0,98.0,98.0,9.0,25.0,600.0,182.0,31.7,995.7,21.5,0.0,SW,3.5,École Richard-Toll
12356.0,Janvier,7.0,28,19.0,101.0,101.0,7.0,26.0,500.0,175.0,31.0,996.2,21.5,0.0,SW,4.4,École Richard-Toll
12357.0,Janvier,7.0,28,20.0,96.0,96.0,5.0,24.0,500.0,171.0,30.2,996.7,21.6,0.0,SW,1.7,École Richard-Toll
12358.0,Janvier,7.0,28,21.0,101.0,101.0,4.0,25.0,500.0,162.0,29.9,997.0,21.6,0.0,WSW,2.0,École Richard-Toll
12359.0,Janvier,7.0,28,22.0,94.0,94.0,5.0,26.0,500.0,147.0,29.2,997.2,21.9,0.0,SSW,1.5,École Richard-Toll
12360.0,Janvier,7.0,28,23.0,92.0,92.0,5.0,33.0,500.0,125.0,28.9,997.2,22.2,0.0,SW,1.8,École Richard-Toll
12361.0,Janvier,7.0,29,0.0,100.0,100.0,4.0,40.0,500.0,102.0,28.1,997.2,22.3,0.0,WSW,2.3,École Richard-Toll
12362.0,Janvier,7.0,29,1.0,99.0,99.0,2.0,28.0,500.0,106.0,27.5,997.1,22.7,0.0,SW,1.9,École Richard-Toll
12363.0,Janvier,7.0,29,2.0,104.0,104.0,2.0,41.0,500.0,77.0,26.8,997.2,22.6,0.0,SW,1.3,École Richard-Toll
12364.0,Janvier,7.0,29,3.0,114.0,114.0,4.0,39.0,500.0,79.0,26.5,997.6,22.8,0.0,W,1.5,École Richard-Toll
12365.0,Janvier,7.0,29,4.0,130.0,130.0,3.0,30.0,500.0,91.0,25.4,997.8,22.9,0.0,WSW,1.6,École Richard-Toll
12366.0,Janvier,7.0,29,5.0,135.0,135.0,2.0,27.0,600.0,96.0,25.8,998.1,22.9,0.0,WSW,1.2,École Richard-Toll
12367.0,Janvier,7.0,29,6.0,153.0,153.0,3.0,30.0,600.0,94.0,26.3,998.5,23.0,0.0,WSW,2.1,École Richard-Toll
12368.0,Janvier,7.0,29,7.0,169.0,169.0,2.0,41.0,700.0,81.0,27.2,998.7,23.4,0.0,SW,1.5,École Richard-Toll
12369.0,Janvier,7.0,29,8.0,201.0,201.0,3.0,62.0,800.0,68.0,29.1,998.1,24.0,0.0,SW,1.9,École Richard-Toll
12370.0,Janvier,7.0,29,9.0,181.0,181.0,4.0,52.0,800.0,97.0,30.3,998.1,23.7,0.0,SW,2.0,École Richard-Toll
12371.0,Janvier,7.0,29,10.0,145.0,145.0,4.0,36.0,700.0,132.0,30.6,998.0,22.8,0.0,SW,4.2,École Richard-Toll
12372.0,Janvier,7.0,29,11.0,127.0,127.0,4.0,24.0,500.0,163.0,31.8,997.6,22.8,0.0,WSW,3.9,École Richard-Toll
12373.0,Janvier,7.0,29,12.0,126.0,126.0,5.0,19.0,500.0,170.0,32.3,997.1,22.4,0.0,SW,3.0,École Richard-Toll
12374.0,Janvier,7.0,29,13.0,109.0,109.0,4.0,15.0,500.0,176.0,32.9,996.4,20.1,0.0,SW,3.1,École Richard-Toll
12375.0,Janvier,7.0,29,14.0,97.0,97.0,5.0,14.0,400.0,176.0,33.1,995.6,19.9,0.0,WSW,3.9,École Richard-Toll
12376.0,Janvier,7.0,29,15.0,80.0,80.0,4.0,16.0,400.0,173.0,32.9,995.1,20.4,0.0,SW,4.1,École Richard-Toll
12377.0,Janvier,7.0,29,16.0,95.0,95.0,4.0,21.0,500.0,187.0,32.3,994.9,21.2,0.0,SSW,2.6,École Richard-Toll
12378.0,Janvier,7.0,29,17.0,112.0,112.0,3.0,25.0,600.0,188.0,31.8,994.7,20.7,0.0,SSW,2.3,École Richard-Toll
12379.0,Janvier,7.0,29,18.0,102.0,102.0,4.0,27.0,600.0,181.0,30.2,994.8,22.1,0.0,SW,2.1,École Richard-Toll
12380.0,Janvier,7.0,29,19.0,98.0,98.0,4.0,33.0,500.0,172.0,31.1,994.9,21.0,0.0,SSW,1.5,École Richard-Toll
12381.0,Janvier,7.0,29,20.0,100.0,100.0,5.0,30.0,500.0,170.0,28.8,995.7,23.2,0.0,WSW,1.9,École Richard-Toll
12382.0,Janvier,7.0,29,21.0,98.0,98.0,5.0,31.0,600.0,152.0,24.8,998.1,23.6,0.0,S,2.6,École Richard-Toll
12383.0,Janvier,7.0,29,22.0,95.0,95.0,3.0,26.0,500.0,147.0,24.0,997.5,23.8,2.1,SSE,1.3,École Richard-Toll
12384.0,Janvier,7.0,29,23.0,73.0,73.0,2.0,17.0,500.0,141.0,24.0,997.6,23.7,0.2,SW,1.2,École Richard-Toll
12385.0,Janvier,7.0,30,0.0,73.0,73.0,2.0,22.0,500.0,123.0,23.5,998.0,23.3,1.1,SSW,1.2,École Richard-Toll
12386.0,Janvier,7.0,30,1.0,61.0,61.0,2.0,16.0,500.0,124.0,23.5,997.4,23.5,0.6,SSW,0.5,École Richard-Toll
12387.0,Janvier,7.0,30,2.0,35.0,35.0,2.0,6.0,300.0,139.0,23.4,997.6,23.4,0.0,SW,0.6,École Richard-Toll
12388.0,Janvier,7.0,30,3.0,38.0,38.0,2.0,13.0,400.0,110.0,23.6,998.0,23.6,0.0,SE,0.4,École Richard-Toll
12389.0,Janvier,7.0,30,4.0,54.0,54.0,2.0,18.0,400.0,92.0,23.6,998.7,23.6,3.8,E,0.0,École Richard-Toll
12390.0,Janvier,7.0,30,5.0,97.0,97.0,2.0,17.0,600.0,88.0,23.4,998.9,23.4,1.6,ENE,1.2,École Richard-Toll
12391.0,Janvier,7.0,30,6.0,115.0,115.0,2.0,24.0,700.0,92.0,23.0,999.5,23.0,2.5,ESE,0.9,École Richard-Toll
12392.0,Janvier,7.0,30,7.0,114.0,114.0,2.0,30.0,800.0,78.0,23.2,999.9,23.2,2.8,NE,1.1,École Richard-Toll
12393.0,Janvier,7.0,30,8.0,114.0,114.0,2.0,30.0,1000.0,79.0,23.4,1000.2,23.4,0.0,ESE,0.9,École Richard-Toll
12394.0,Janvier,7.0,30,9.0,141.0,141.0,2.0,45.0,1400.0,54.0,24.2,1000.5,23.5,0.0,ENE,1.1,École Richard-Toll
12395.0,Janvier,7.0,30,10.0,133.0,133.0,2.0,44.0,1200.0,70.0,25.6,1000.9,23.1,0.0,ESE,0.9,École Richard-Toll
12396.0,Janvier,7.0,30,11.0,137.0,137.0,2.0,45.0,1200.0,71.0,24.9,1001.1,23.1,0.0,E,0.0,École Richard-Toll
12397.0,Janvier,7.0,30,12.0,158.0,158.0,2.0,40.0,1500.0,67.0,25.5,1000.5,23.6,0.0,E,0.4,École Richard-Toll
12398.0,Janvier,7.0,30,13.0,153.0,153.0,2.0,35.0,1600.0,65.0,28.2,1000.2,24.2,0.0,ENE,1.5,École Richard-Toll
12399.0,Janvier,7.0,30,14.0,163.0,163.0,2.0,32.0,1600.0,87.0,28.9,999.9,24.0,0.0,SSW,0.9,École Richard-Toll
12400.0,Janvier,7.0,30,15.0,154.0,154.0,2.0,27.0,1500.0,118.0,28.8,999.6,23.5,0.0,S,1.1,École Richard-Toll
12401.0,Janvier,7.0,30,16.0,141.0,141.0,2.0,26.0,1400.0,132.0,29.3,999.1,24.6,0.0,ESE,0.0,École Richard-Toll
12402.0,Janvier,7.0,30,17.0,143.0,143.0,2.0,27.0,1300.0,141.0,28.7,998.8,24.0,0.0,E,0.0,École Richard-Toll
12403.0,Janvier,7.0,30,18.0,161.0,161.0,2.0,31.0,1400.0,137.0,27.6,999.2,23.8,0.0,ENE,0.6,École Richard-Toll
12404.0,Janvier,7.0,30,19.0,168.0,168.0,2.0,39.0,1500.0,123.0,26.9,1000.0,23.8,0.0,E,0.6,École Richard-Toll
12405.0,Janvier,7.0,30,20.0,177.0,177.0,2.0,52.0,1600.0,87.0,25.7,1000.8,23.7,0.0,SW,0.5,École Richard-Toll
12406.0,Janvier,7.0,30,21.0,199.0,199.0,2.0,55.0,1900.0,66.0,26.2,1001.4,23.9,0.0,S,1.2,École Richard-Toll
12407.0,Janvier,7.0,30,22.0,213.0,213.0,2.0,65.0,2000.0,39.0,26.2,1001.7,24.1,0.0,S,0.8,École Richard-Toll
12408.0,Janvier,7.0,30,23.0,216.0,216.0,2.0,61.0,1800.0,31.0,25.9,1001.9,24.1,0.0,SE,0.4,École Richard-Toll
12409.0,Janvier,7.0,31,0.0,212.0,212.0,2.0,44.0,1700.0,40.0,25.5,1002.0,24.3,0.0,ESE,0.0,École Richard-Toll
12410.0,Janvier,7.0,31,1.0,194.0,194.0,2.0,35.0,1500.0,49.0,25.1,1001.8,24.4,0.0,SE,0.1,École Richard-Toll
12411.0,Janvier,7.0,31,2.0,197.0,197.0,2.0,38.0,1500.0,40.0,25.4,1001.7,24.5,0.0,SSE,1.2,École Richard-Toll
12412.0,Janvier,7.0,31,3.0,206.0,206.0,2.0,48.0,1700.0,21.0,25.1,1001.7,24.2,0.0,WSW,0.9,École Richard-Toll
12413.0,Janvier,7.0,31,4.0,204.0,204.0,2.0,49.0,1500.0,17.0,25.0,1001.9,24.3,0.0,WSW,0.8,École Richard-Toll
12414.0,Janvier,7.0,31,5.0,218.0,218.0,2.0,44.0,1500.0,23.0,24.9,1002.0,24.2,0.0,W,1.9,École Richard-Toll
12415.0,Janvier,7.0,31,6.0,236.0,236.0,2.0,36.0,1300.0,27.0,25.1,1002.2,24.2,0.0,WSW,1.7,École Richard-Toll
12416.0,Janvier,7.0,31,7.0,250.0,250.0,2.0,42.0,1300.0,25.0,25.8,1002.3,24.4,0.0,WNW,1.1,École Richard-Toll
12417.0,Janvier,7.0,31,8.0,256.0,256.0,2.0,46.0,1400.0,36.0,26.7,1002.1,24.2,0.0,WNW,0.9,École Richard-Toll
12418.0,Janvier,7.0,31,9.0,235.0,235.0,2.0,45.0,1600.0,61.0,27.8,1002.0,23.8,0.0,NW,0.6,École Richard-Toll
12419.0,Janvier,7.0,31,10.0,233.0,233.0,2.0,51.0,1700.0,62.0,28.0,1001.7,24.4,0.0,SE,0.0,École Richard-Toll
12420.0,Janvier,7.0,31,11.0,239.0,239.0,2.0,48.0,1600.0,80.0,29.0,1001.2,24.8,0.0,W,1.0,École Richard-Toll
12421.0,Janvier,7.0,31,12.0,238.0,238.0,2.0,47.0,1600.0,112.0,30.3,1000.7,24.2,0.0,SW,1.8,École Richard-Toll
12422.0,Janvier,7.0,31,13.0,245.0,245.0,2.0,44.0,1800.0,145.0,30.8,1000.1,24.5,0.0,SW,1.6,École Richard-Toll
12423.0,Janvier,7.0,31,14.0,236.0,236.0,3.0,37.0,1700.0,194.0,30.7,999.7,23.6,0.0,SW,1.5,École Richard-Toll
12424.0,Janvier,7.0,31,15.0,222.0,222.0,2.0,33.0,1500.0,214.0,31.3,999.5,24.2,0.0,SSW,1.2,École Richard-Toll
12425.0,Janvier,7.0,31,16.0,198.0,198.0,2.0,27.0,1200.0,221.0,30.7,999.0,23.4,0.0,SSW,1.4,École Richard-Toll
12426.0,Janvier,7.0,31,17.0,175.0,175.0,2.0,30.0,1000.0,207.0,30.4,998.3,23.1,0.0,S,1.2,École Richard-Toll
12427.0,Janvier,7.0,31,18.0,157.0,157.0,2.0,30.0,1000.0,184.0,29.5,998.8,23.0,0.0,WSW,1.6,École Richard-Toll
12428.0,Janvier,7.0,31,19.0,160.0,160.0,2.0,31.0,1000.0,167.0,28.5,999.6,23.0,0.0,W,1.5,École Richard-Toll
12429.0,Janvier,7.0,31,20.0,168.0,168.0,2.0,36.0,1100.0,161.0,27.1,1000.4,23.3,0.0,WSW,0.5,École Richard-Toll
12430.0,Janvier,7.0,31,21.0,174.0,174.0,2.0,33.0,1100.0,147.0,28.0,1001.0,23.6,0.0,SW,1.4,École Richard-Toll
12431.0,Janvier,7.0,31,22.0,185.0,185.0,2.0,40.0,1200.0,126.0,27.6,1000.7,23.4,0.0,SW,0.9,École Richard-Toll
12432.0,Janvier,7.0,31,23.0,202.0,202.0,2.0,44.0,1500.0,127.0,27.2,1001.1,23.7,0.0,SW,0.9,École Richard-Toll
12433.0,Janvier,8.0,1,0.0,207.0,207.0,2.0,51.0,1600.0,104.0,26.8,1000.8,23.7,0.0,SW,1.4,École Richard-Toll
12434.0,Janvier,8.0,1,1.0,181.0,181.0,2.0,42.0,1300.0,82.0,26.4,1000.8,23.7,0.0,WSW,1.7,École Richard-Toll
12435.0,Janvier,8.0,1,2.0,161.0,161.0,2.0,44.0,1300.0,49.0,25.0,1000.5,23.8,0.0,WSW,0.7,École Richard-Toll
12436.0,Janvier,8.0,1,3.0,187.0,187.0,2.0,49.0,1400.0,24.0,24.8,1000.2,23.9,0.0,WSW,0.7,École Richard-Toll
